id;dob;dob_event_status;dob_event_data;dob_error;dob_notes;dfs;dfs_event_status;dfs_event_data;dfs_error;dfs_notes;dengrad;dengrad_event_status;dengrad_event_data;dengrad_error;dengrad_notes;weaned;weaned_event_status;weaned_event_data;weaned_error;weaned_notes;change_clan;change_clan_event_status;change_clan_event_data;change_clan_error;change_clan_notes;change_clan2;change_clan2_event_status;change_clan2_event_data;change_clan2_error;change_clan2_notes;change_clan3;change_clan3_event_status;change_clan3_event_data;change_clan3_error;change_clan3_notes;disappeared;disappeared_event_status;disappeared_event_data;disappeared_error;disappeared_notes,,,,,,
am67;NA;;;;;2000-01-08;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-01-08;;;;check EventStatus and EventData,,,,,,
am68;NA;;;;;2000-02-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-02-19;;;;check EventStatus and EventData,,,,,,
am69;NA;;;;;2000-04-03;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-04-03;;;;check EventStatus and EventData,,,,,,
am71;NA;;;;;2000-07-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-07-06;;;;check EventStatus and EventData,,,,,,
am72;NA;;;;;2000-07-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-07-06;;;;check EventStatus and EventData,,,,,,
am73;NA;;;;;2000-07-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-07-06;;;;check EventStatus and EventData,,,,,,
am74;NA;;;;;2000-07-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-07-07;;;;check EventStatus and EventData,,,,,,
am75;NA;;;;;2000-10-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-10-13;;;;check EventStatus and EventData,,,,,,
am76;NA;;;;;2000-10-21;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-10-21;;;;check EventStatus and EventData,,,,,,
am77;NA;;;;;2000-10-22;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-10-22;;;;check EventStatus and EventData,,,,,,
am78;NA;;;;;2000-10-22;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-10-31;;;;check EventStatus and EventData,,,,,,
am79;NA;;;;;2000-12-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-12-05;;;;check EventStatus and EventData,,,,,,
am80;NA;;;;;2000-12-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-12-11;;;;check EventStatus and EventData,,,,,,
am81;NA;;;;;2000-12-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000-12-11;;;;check EventStatus and EventData,,,,,,
am82;NA;;;;;2001-02-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-05;;;;check EventStatus and EventData,,,,,,
am84;NA;;;;;2001-02-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-12;;;;check EventStatus and EventData,,,,,,
am85;NA;;;;;2001-02-15;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-15;;;;check EventStatus and EventData,,,,,,
am86;NA;;;;;2001-02-22;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-05-15;;;;check EventStatus and EventData,,,,,,
am87;NA;;;;;2001-02-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-25;;;;check EventStatus and EventData,,,,,,
am88;NA;;;;;2001-02-26;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-26;;;;check EventStatus and EventData,,,,,,
am89;NA;;;;;2001-02-27;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-02-27;;;;check EventStatus and EventData,,,,,,
am90;NA;;;;;2001-03-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-10;;;;check EventStatus and EventData,,,,,,
am91;NA;;;;;2001-03-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-10;;;;check EventStatus and EventData,,,,,,
am92;NA;;;;;2001-03-13;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-13;;;;check EventStatus and EventData,,,,,,
am93;NA;;;;;2001-03-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-18;;;;check EventStatus and EventData,,,,,,
am94;NA;;;;;2001-03-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-20;;;;check EventStatus and EventData,,,,,,
am95;NA;;;;;2001-03-22;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-22;;;;check EventStatus and EventData,,,,,,
am96;NA;;;;;2001-03-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-25;;;;check EventStatus and EventData,,,,,,
am97;NA;;;;;2001-03-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-03-28;;;;check EventStatus and EventData,,,,,,
am98;NA;;;;;2001-04-15;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-04-15;;;;check EventStatus and EventData,,,,,,
am99;NA;;;;;2001-04-16;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-04-16;;;;check EventStatus and EventData,,,,,,
ama;2004-09-20;;airstrip;;;2004-10-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
amar;1995-01-25;;talek;;;1995-01-31;;;;;1995-10-24;;;0.5;;1996-07-15;;;;;2002-05-01;fission;talek.e;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-06-13;dls;inferred dead;;,,,,,,
amaz;2009-02-15;;talek;;;2009-06-03;;;;;2009-11-19;;;5.5;;2009-09-29;;;15;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
amb;NA;;amboselia;;;2003-08-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-08;;;;check EventStatus and EventData,,,,,,
ambe;2003-04-14;;oltukai;;;2003-08-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
ambl;2009-06-15;;mara.river;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
amh;2009-07-19;;talek;;;2009-08-06;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-04-15;dls;inferred dead;;,,,,,,
amn;2021-09-18;;serena.s;;;2021-10-28;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-02-09;dls;;;,,,,,,
amoe;NA;;lakeview;;;2003-08-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-08-17;;;;check EventStatus and EventData,,,,,,
amon;2005-05-04;;airstrip;;;2005-05-06;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-06-26;dls;;;,,,,,,
amor;2019-09-28;;serena.n;;;2019-10-25;;;;;2020-09-28;error;;17;Cub automatically den graduated based on birthdate, error term skewed due to pandemic;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-03-18;dls;;;,,,,,
amrl;2016-05-07;;serena.s;;;2016-07-16;;;;;2017-02-22;;;;DenGrad info not in table, instead taken from tblHyenas;2017-06-24;;;2.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-03-12;dls;;;,,,,,
ams;NA;;serena.n;;;2010-10-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-10-31;dls;fate unknown;;,,,,,,
amta;2015-01-31;;happy.zebra;;;2015-03-12;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-06-28;dead; pike killed amanita, there is video of the kill;;,,,,,
ana;2012-12-02;;serena.n;;;2012-12-27;;;;;2013-06-26;;;;DenGrad info not in table, instead taken from tblHyenas;2013-11-05;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,
anan;2022-03-02;;cool.beans;;;2022-05-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
anc;NA;;talek;;;1991-05-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1991-05-09;dls;fate unknown;;,,,,,,
and;NA;;talek;;;1986-09-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1989-01-28;dls;dispersed;;,,,,,,
anda;2019-08-16;;talek;;;2019-09-20;;;;;2020-08-16;error;;29.5;Graduated based on DOB;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-03-26;dls;;;,,,,,,
ande;2013-09-26;;talek;;;2013-11-07;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-11-14;dls;inferred dead;;,,,,,,
andi;2018-10-09;;pond;;;2018-11-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-06-13;dls;;;,,,,,,
ando;2013-02-16;;happy.zebra;;;2013-03-11;;;;;2013-10-06;;;;DenGrad info not in table, instead taken from tblHyenas;2013-09-27;;;12;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,
andr;2002-03-08;;talek;;;2002-04-26;;;;;2002-11-10;;;3;;2002-12-08;;;2.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-12-18;dls;inferred dead;;,,,,,,
ang;NA;;talek;;;1996-11-12;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-11-12;dls;fate unknown;;,,,,,,
ange;2016-12-12;;pond;;;2017-03-13;;;;;2017-09-23;;;;DenGrad info not in table, instead taken from tblHyenas;2017-09-24;;;11.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-02-26;dls;;;,,,,,
angi;NA;;serena.n;;;2008-07-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-01-26;dls;;;,,,,,,
angk;2010-10-09;;serena.n;;;2010-11-06;;;;;2011-10-09;;;;DenGrad info not in table, instead taken from tblHyenas;2011-08-06;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-08-26;dls;;;,,,,,
ani;1999-11-17;;talek;;;1999-12-05;;;;;2000-07-03;;;0.5;;2000-08-28;;;3;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-05-11;dls;inferred dead;;,,,,,,
anne;2020-10-15;;happy.zebra;;Age estimated as the cub was too old to accurately tell when we found it;2021-05-29;;;;;2021-10-15;error;;16.5;Cub automatically den graduated based on birthdate;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
annr;NA;;happy.zebra;;;2012-10-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-07-21;dls;;;,,,,,,
ant;NA;;talek;;;2012-01-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-02-26;dls;inferred dead;;,,,,,,
anth;2009-11-30;;happy.zebra;;;2009-12-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-06-27;dls;;;,,,,,,
antj;2013-10-22;;serena.n;;;2013-11-28;;;;;2014-06-10;;;;DenGrad info not in table, instead taken from tblHyenas;2014-09-12;;;2.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-05-21;dls;;;,,,,,
anub;2016-01-25;;serena.s;;;2016-06-25;;;;;2017-02-22;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;2019-10-16;dispersal;serena.n;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,
ao;NA;;happy.zebra;;;2008-06-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-06-17;dls;fate unknown;;check EventStatus and EventData,,,,,,
ap;1988-06-15;;talek;;;1988-07-11;;;;;1989-01-15;;;1.5;;1989-08-07;;;;;1993-06-16;dispersal;unknown;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1995-07-02;dead;inferred dead;;collar found, death inferred presumably by state of collar, but SSS cannot find the notes where the collar is mentioned,,,,
api;NA;;talek;;;1997-01-26;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1997-01-26;dls;fate unknown;;,,,,,,
apl;NA;;happy.zebra;;;2008-06-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-01;dls;fate unknown;;,,,,,,
app;2015-10-06;;serena.n;;;2015-12-01;;;;;2016-07-27;;;;DenGrad info not in table, instead taken from tblHyenas;2016-09-25;;;12;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-10-07;dls;;;,,,,,
aprl;2006-04-30;;fig.tree;;;2007-05-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2007-06-18;dls;unknown;;,,,,,,
apu;2004-12-03;;mara.river;;;2005-02-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-12-31;dls;inferred dead;;,,,,,,
aq;1992-04-07;;talek;;;1992-05-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1992-12-09;dead;;;,,,,,,
aqua;2006-04-17;;talek;;;2006-06-07;;;;;2006-12-01;;;0;;2006-11-08;;;2;;2016-05-01;fission;pond;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-06-14;dls;;;,,,,,,
aran;2005-11-16;;mara.river;;;2005-11-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2006-03-24;dead;;;,,,,,,
arb;NA;;mara.river;;;2002-01-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-01-18;dls;;;,,,,,,
arba;2011-09-26;;happy.zebra;;;2011-10-17;;;;;2012-07-26;;;;DenGrad info not in table, instead taken from tblHyenas;2012-10-03;;;1.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-01-14;dls;;;,,,,,
arby;2017-04-25;;kcm;;;2017-10-25;;;;;2018-01-14;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-02-07;dls;;;,,,,,
arc;NA;;happy.zebra;;;2008-06-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-11-03;dls;fate unknown;;,,,,,,
arch;2020-12-23;;happy.zebra;;Age estimated as the cub was too old to accurately tell when we found it;2021-06-23;;;;;2021-12-23;;;0.5;Cub automatically den graduated based on birthdate;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-10-07;dls;fate unknown;;,,,,,,
arct;2017-01-05;;serena.n;;;2017-11-06;;;;;2017-09-11;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-11-11;dls;;;,,,,,
ard1;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-07-01;dead;leopard;;,,,,,,
ardw;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;double check: hyena not in tblSessions, no Disappeared date;;,,,,,
ares;2016-03-16;;talek;;;2016-04-06;;;;;2016-12-15;;;;DenGrad info not in table, instead taken from tblHyenas;NA;dbw;;;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-03-06;dead;;;,,,,,
arg;2005-11-25;;talek;;;2005-12-21;;;;;2006-09-09;;;6.5;;2006-08-13;;;14;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-04-03;dead;humans (poison - april 2014);;,,,,,,
argo;2018-11-21;;happy.zebra;;;2019-02-27;;;;;2019-11-21;;;2.5;graduated by turning 1 yo;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
ari;NA;;airstrip;;;2004-07-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-05-19;dls;;;,,,,,,
aria;2020-10-03;;serena.n;;;2021-02-15;;;;;2021-10-03;error;;28;Cub automatically den graduated based on birthdate;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
arl;NA;;mara.river;;;2009-10-18;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-10-18;dls;;;check EventStatus and EventData,,,,,,
arli;2018-10-09;;pond;;;2018-11-12;;;;;2019-08-03;error;;25.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
arlo;2000-12-01;;talek;;;2001-01-14;;;;;2001-08-18;;;6.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-11-13;dls;inferred dead;;,,,,,,
arm;NA;;mara.river;;;2001-07-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2001-07-14;dls;;;check EventStatus and EventData,,,,,,
armg;2004-12-12;;oltukai;;;2004-12-19;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-01-08;dls;;;check EventStatus and EventData,,,,,,
arms;2010-10-14;;talek;;;2010-11-04;;;;;NA;dbg;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-01-12;dls;lions?;;,,,,,,
arn;NA;;talek;;;1996-12-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-12-11;dls;fate unknown;;,,,,,,
arod;2019-10-03;;pond;;;2019-10-23;;;;;2020-10-03;error;;1.5;Graduated based on DOB;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-03-25;dls;;;,,,,,,
arro;2007-06-01;;serena.n;;;2008-07-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-09-09;dls;fate unknown;;,,,,,,
ars;2009-01-20;;mara.river;;;2009-11-15;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-11-15;dls;;;check EventStatus and EventData,,,,,,
arsc;2010-11-08;;happy.zebra;;;2011-01-05;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-01-05;dls;;;,,,,,,
arse;1995-03-22;;talek;;;1995-05-06;;;;;1995-10-22;;;1;;1996-04-01;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-08-09;dead;humans (us);;,,,,,,
art;2000-03-24;;talek;;;2000-05-30;;;;;2000-09-30;;;1;;2000-12-14;;;1;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-01-03;dead;humans (spear);;,,,,,,
arti;2017-05-23;;talek.w;;;2017-06-28;;;;;2018-02-04;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
aru;NA;;serena.n;;;2009-03-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2009-03-09;;;;check EventStatus and EventData,,,,,,
arw;NA;;fig.tree;;;2007-05-10;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-10-08;dls;unk;;,,,,,,
arya;2015-08-23;;talek;;;2015-09-30;;;;;2016-10-15;;;;DenGrad info not in table, instead taken from tblHyenas;2016-08-31;;;10;;2016-05-01;fission;pond;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,
aryx;2010-03-01;;serena.n;;;2010-03-28;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-06-24;dead;;;,,,,,,
arzu;NA;;llion;;;2006-07-14;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
as01;NA;;talek;;;1998-09-09;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-09-09;dls;fate unknown;;,,,,,,
as02;NA;;talek;;;1998-09-11;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-09-11;dls;fate unknown;;,,,,,,
asbe;2009-11-30;;happy.zebra;;;2009-12-24;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-06-27;dls;;;,,,,,,
asgd;2017-05-02;;happy.zebra;;;2017-06-02;;;;;2018-05-02;;;;DenGrad info not in table, instead taken from tblHyenas;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-03-29;dls;;;,,,,,
ash;NA;;talek;;;2013-04-29;;;;;NA;;;;;NA;;;;;2016-05-01;fission;kcm;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-08-01;dls;dispersed;;,,,,,,
ashe;NA;;happy.zebra;;;2018-09-07;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-19;dls;;;,,,,,,
asma;NA;;unknown;;;2020-11-24;;pond;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
asp;1998-11-30;;talek;;;NA;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1998-12-12;dead;;;,,,,,,
ast;1995-07-15;;talek;;;1995-07-27;;;;;1996-03-18;;;0.5;;1996-04-11;;;4;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-05-02;dead;;;,,,,,,
asto;2014-01-07;;serena.n;;;2014-02-05;;;;;NA;;;;;NA;dbw;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-07-26;dls;;;,,,,,,
astr;2006-12-01;;mara.river;;;2007-01-23;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
atac;2009-02-15;;talek;;;2009-06-03;;;;;2009-10-18;;;2;;2009-07-15;;;1;;2016-05-01;fission;talek;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dls;;;,,,,,,
atar;NA;;mara.river;;;2001-05-25;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;,,,,,,
atc;2003-06-17;;lakeview;;;2003-08-17;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2003-08-17;;;;check EventStatus and EventData,,,,,,
ath;1998-11-20;;talek;;;1999-01-17;;;;;1999-07-19;;;0.5;;1999-12-17;;;2.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-03-31;dead;snake bite;;,,,,,,
athi;2016-10-17;;kcm;;;2016-12-06;;;;;2018-02-27;error;;35;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-19;dls;;;,,,,,,
atl;NA;;talek;;;1996-08-06;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1996-08-10;dls;fate unknown;;,,,,,,
atom;2018-09-14;;kcm;;;2019-03-28;;;;;2019-03-28;error;;21776;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-10;dls;;;,,,,,,
atrx;2003-02-08;;talek.e;;;2003-05-13;;;;;NA;sugu;;;;2003-12-04;;;10.5;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2004-02-10;dls;inferred dead;;,,,,,,
ats;NA;;talek;;;2005-07-30;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008-10-25;dls;dispersed;;,,,,,,
aube;2017-01-12;;talek;;;2017-02-20;;;;;NA;;;;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-02-20;;;;,,,,,,
augg;2017-09-12;;kcm;;;2018-01-02;;;;;2018-07-27;error;;93.5;;NA;;;;;NA;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-15;dls;;;,,,,,,
